Tue Jan 22 21:10:00 BDT 2019
TimeStramp,ECG,SpO2,Respiration
21:10:01,-1703.933,616.0,97.0
21:10:01,-720.895,616.0,97.0
21:10:01,-851.966,616.0,97.0
21:10:01,-1900.544,616.0,97.0
21:10:01,-327.678,616.0,97.0
21:10:01,-1835.006,616.0,97.0
21:10:01,-851.966,616.0,97.0
21:10:01,-786.429,616.0,97.0
21:10:01,-1769.469,616.0,97.0
21:10:01,0.0,688.0,87.0
21:10:01,-1441.789,688.0,87.0
21:10:01,-720.896,688.0,87.0
21:10:01,-2097.15,688.0,87.0
21:10:01,65.537,688.0,87.0
21:10:01,-589.822,688.0,87.0
21:10:01,589.824,688.0,87.0
21:10:01,327.681,688.0,87.0
21:10:02,-2490.365,688.0,87.0
21:10:02,-1966.077,688.0,87.0
21:10:02,-3211.264,688.0,87.0
21:10:02,-2031.614,688.0,87.0
21:10:02,-720.893,688.0,87.0
21:10:02,-1638.397,688.0,87.0
21:10:02,262.144,688.0,87.0
21:10:02,-983.04,688.0,87.0
21:10:02,-589.823,688.0,87.0
21:10:02,65.539,688.0,87.0
21:10:02,-1310.717,688.0,87.0
21:10:02,327.682,688.0,87.0
21:10:02,-1048.576,688.0,87.0
21:10:02,196.609,688.0,87.0
21:10:02,-1507.328,688.0,87.0
21:10:02,-196.605,688.0,87.0
21:10:02,-1179.645,688.0,87.0
21:10:02,-327.68,688.0,87.0
21:10:02,1114.114,688.0,87.0
21:10:02,-458.751,688.0,87.0
21:10:02,851.968,688.0,87.0
21:10:02,-458.749,688.0,87.0
21:10:02,-524.286,688.0,87.0
21:10:02,655.36,688.0,87.0
21:10:02,-983.037,688.0,87.0
21:10:02,524.288,688.0,87.0
21:10:02,-786.432,688.0,87.0
21:10:02,-1507.326,688.0,87.0
21:10:02,-458.752,688.0,87.0
21:10:02,-2097.151,688.0,87.0
21:10:02,-1310.719,688.0,87.0
21:10:02,-1572.863,688.0,87.0
21:10:02,-196.607,688.0,87.0
21:10:02,-1769.472,688.0,87.0
21:10:02,-262.144,688.0,87.0
21:10:02,-1048.575,688.0,87.0
21:10:02,-1703.933,688.0,87.0
21:10:02,-393.215,688.0,87.0
21:10:02,-2097.152,688.0,87.0
21:10:02,-655.359,688.0,87.0
21:10:02,-1114.111,688.0,87.0
21:10:02,-1835.006,688.0,87.0
21:10:02,-327.677,688.0,87.0
21:10:02,-2031.615,688.0,87.0
21:10:02,-983.039,688.0,87.0
21:10:02,-1179.648,688.0,87.0
21:10:02,-1703.934,688.0,87.0
21:10:02,65.537,688.0,87.0
21:10:02,-524.285,688.0,87.0
21:10:02,-851.967,688.0,87.0
21:10:02,-1835.005,688.0,87.0
21:10:02,-458.749,688.0,87.0
21:10:02,-2031.614,688.0,87.0
21:10:02,-1048.575,688.0,87.0
21:10:02,-1245.183,688.0,87.0
21:10:02,-2359.296,688.0,87.0
21:10:02,-655.36,688.0,87.0
21:10:02,-2031.615,688.0,87.0
21:10:02,-1048.575,688.0,87.0
21:10:02,-786.43,688.0,87.0
21:10:02,-1638.397,688.0,87.0
21:10:02,0.001,688.0,87.0
21:10:02,-1638.397,688.0,87.0
21:10:02,-1114.109,688.0,87.0
21:10:02,-983.037,688.0,87.0
21:10:02,-196.608,688.0,87.0
21:10:02,-1703.934,688.0,87.0
21:10:02,-983.04,688.0,87.0
21:10:02,-589.821,688.0,87.0
21:10:02,-1835.007,688.0,87.0
21:10:02,-262.141,688.0,87.0
21:10:02,-1572.861,688.0,87.0
21:10:02,-851.966,688.0,87.0
21:10:02,-196.607,688.0,87.0
21:10:02,-1572.863,688.0,87.0
21:10:02,-131.072,688.0,87.0
21:10:02,-1572.863,688.0,87.0
21:10:02,-1114.111,688.0,87.0
21:10:02,-589.821,696.0,86.0
21:10:02,-1703.934,696.0,86.0
21:10:02,720.897,696.0,86.0
21:10:02,65.537,696.0,86.0
21:10:02,-327.679,696.0,86.0
21:10:02,-4390.911,696.0,86.0
21:10:02,-2686.976,696.0,86.0
21:10:02,-2555.901,696.0,86.0
21:10:02,-1310.718,696.0,86.0
21:10:02,-131.072,696.0,86.0
21:10:02,-1703.936,696.0,86.0
21:10:02,-262.141,696.0,86.0
21:10:02,-1179.648,696.0,86.0
21:10:02,-1048.574,696.0,86.0
21:10:02,65.536,696.0,86.0
21:10:02,-1507.327,696.0,86.0
21:10:02,0.003,696.0,86.0
21:10:02,-786.43,696.0,86.0
21:10:02,-720.895,696.0,86.0
21:10:02,458.755,696.0,86.0
21:10:02,-917.504,696.0,86.0
21:10:02,851.968,696.0,86.0
21:10:02,131.072,696.0,86.0
21:10:02,1114.112,696.0,86.0
21:10:02,-786.43,696.0,86.0
21:10:02,589.826,696.0,86.0
21:10:02,-65.535,696.0,86.0
21:10:02,-458.752,696.0,86.0
21:10:02,524.29,696.0,86.0
21:10:02,-1376.254,696.0,86.0
21:10:02,-262.141,696.0,86.0
21:10:02,-786.43,696.0,86.0
21:10:02,-1310.719,696.0,86.0
21:10:02,-65.533,696.0,86.0
21:10:02,-1835.006,696.0,86.0
21:10:02,-786.43,696.0,86.0
21:10:02,-1441.789,696.0,86.0
21:10:02,-2162.688,696.0,86.0
21:10:02,-983.04,696.0,86.0
21:10:02,-2555.902,696.0,86.0
21:10:02,-1179.648,696.0,86.0
21:10:02,-2162.688,696.0,86.0
21:10:02,-917.502,696.0,86.0
21:10:03,-2424.832,696.0,86.0
21:10:03,-1179.645,696.0,86.0
21:10:03,-1179.648,696.0,86.0
21:10:03,-2097.15,696.0,86.0
21:10:03,-458.75,696.0,86.0
21:10:03,-1769.471,696.0,86.0
21:10:03,-720.893,696.0,86.0
21:10:03,-720.893,696.0,86.0
21:10:03,-1769.47,696.0,86.0
21:10:03,-262.143,696.0,86.0
21:10:03,-1835.005,696.0,86.0
21:10:03,-917.504,696.0,86.0
21:10:03,-917.501,696.0,86.0
21:10:03,-2162.686,696.0,86.0
21:10:03,-1900.541,696.0,86.0
21:10:03,-851.965,696.0,86.0
21:10:03,-393.216,696.0,86.0
21:10:03,-1703.936,696.0,86.0
21:10:03,-196.607,696.0,86.0
21:10:03,-1703.935,696.0,86.0
21:10:03,-983.039,696.0,86.0
21:10:03,-458.752,696.0,86.0
21:10:03,-1572.862,696.0,86.0
21:10:03,131.072,696.0,86.0
21:10:03,-1638.4,696.0,86.0
21:10:03,-1572.861,696.0,86.0
21:10:03,-983.039,696.0,86.0
21:10:03,-2097.151,696.0,86.0
21:10:03,-131.072,696.0,86.0
21:10:03,-1310.719,696.0,86.0
21:10:03,-917.501,696.0,86.0
21:10:03,-131.071,696.0,86.0
21:10:03,0.001,696.0,86.0
21:10:03,-1507.325,696.0,86.0
21:10:03,-1572.861,696.0,86.0
21:10:03,-851.968,696.0,86.0
21:10:03,-1966.079,696.0,86.0
21:10:03,-65.534,696.0,86.0
21:10:03,-1441.791,696.0,86.0
21:10:03,-1638.397,696.0,86.0
21:10:03,0.001,696.0,86.0
21:10:03,-196.607,696.0,86.0
21:10:03,1835.008,696.0,86.0
21:10:03,-393.216,696.0,86.0
21:10:03,-2359.293,696.0,86.0
21:10:03,-2359.293,696.0,86.0
21:10:03,-3604.478,696.0,86.0
21:10:03,-1179.647,696.0,86.0
21:10:03,-1310.718,696.0,86.0
21:10:03,-196.606,696.0,86.0
21:10:03,-1835.006,696.0,86.0
21:10:03,-393.216,696.0,86.0
21:10:03,-1114.112,696.0,86.0
21:10:03,-1376.254,696.0,86.0
21:10:03,-65.535,696.0,86.0
21:10:03,-1769.472,696.0,86.0
21:10:03,-393.216,696.0,86.0
21:10:03,-851.967,696.0,86.0
21:10:03,-917.504,696.0,86.0
21:10:03,589.824,696.0,86.0
21:10:03,-917.504,696.0,86.0
21:10:03,327.683,696.0,86.0
21:10:03,-65.534,696.0,86.0
21:10:03,-458.75,696.0,86.0
21:10:03,786.432,696.0,86.0
21:10:03,-917.503,696.0,86.0
21:10:03,327.681,696.0,86.0
21:10:03,-1114.111,696.0,86.0
21:10:03,65.538,696.0,86.0
21:10:03,-1638.4,696.0,86.0
21:10:03,-524.287,696.0,86.0
21:10:03,-720.894,696.0,86.0
21:10:03,-1703.933,696.0,86.0
21:10:03,-393.215,696.0,86.0
21:10:03,-2097.149,696.0,86.0
21:10:03,-1114.111,696.0,86.0
21:10:03,-1310.72,696.0,86.0
21:10:03,-2293.759,696.0,86.0
21:10:03,-851.965,696.0,86.0
21:10:03,-2293.76,696.0,86.0
21:10:03,-1245.184,696.0,86.0
21:10:03,-1245.182,696.0,86.0
21:10:03,-2228.224,696.0,86.0
21:10:03,-524.287,696.0,86.0
21:10:03,-1114.109,696.0,86.0
21:10:03,-1048.573,696.0,86.0
21:10:03,-2097.151,696.0,86.0
21:10:03,-589.822,696.0,86.0
21:10:03,-2097.151,696.0,86.0
21:10:03,-1376.254,696.0,86.0
21:10:03,-1114.11,696.0,86.0
21:10:03,-2424.829,696.0,86.0
21:10:03,-786.431,696.0,86.0
21:10:03,-2097.152,696.0,86.0
21:10:03,-1507.328,696.0,86.0
21:10:03,-917.503,696.0,86.0
21:10:03,-1900.542,696.0,86.0
21:10:03,-131.07,696.0,86.0
21:10:03,-1114.11,696.0,86.0
21:10:03,-720.894,696.0,86.0
21:10:03,-262.144,696.0,86.0
21:10:03,-1835.006,696.0,86.0
21:10:03,-1769.469,696.0,86.0
21:10:03,-1376.256,696.0,86.0
21:10:03,-720.893,696.0,86.0
21:10:03,-2162.686,696.0,86.0
21:10:03,-655.357,696.0,86.0
21:10:03,-1441.792,696.0,86.0
21:10:03,-1376.255,696.0,86.0
21:10:03,-262.144,696.0,86.0
21:10:03,-1245.183,696.0,86.0
21:10:03,393.219,696.0,86.0
21:10:03,-524.287,696.0,86.0
21:10:03,-983.04,696.0,86.0
21:10:03,-393.214,696.0,86.0
21:10:03,-1966.078,696.0,86.0
21:10:03,-655.36,696.0,86.0
21:10:03,-1441.789,680.0,88.0
21:10:03,-1638.399,680.0,88.0
21:10:03,-2162.685,680.0,88.0
21:10:03,-393.214,680.0,88.0
21:10:04,-196.606,680.0,88.0
21:10:04,262.144,680.0,88.0
21:10:04,983.04,680.0,88.0
21:10:04,-1966.079,680.0,88.0
21:10:04,-2228.224,680.0,88.0
21:10:04,-3145.727,680.0,88.0
21:10:04,-2818.047,680.0,88.0
21:10:04,-655.36,680.0,88.0
21:10:04,-1572.863,680.0,88.0
21:10:04,-196.608,680.0,88.0
21:10:04,-655.36,680.0,88.0
21:10:04,-1245.181,680.0,88.0
21:10:04,-262.142,680.0,88.0
21:10:04,-1703.935,680.0,88.0
21:10:04,-393.215,680.0,88.0
21:10:04,-589.824,680.0,88.0
21:10:04,196.609,680.0,88.0
21:10:04,-1245.182,680.0,88.0
21:10:04,-131.07,680.0,88.0
21:10:04,-327.68,680.0,88.0
21:10:04,-851.966,680.0,88.0
21:10:04,524.289,680.0,88.0
21:10:04,-1114.11,680.0,88.0
21:10:04,-65.536,680.0,88.0
21:10:04,-131.071,680.0,88.0
21:10:04,-851.965,680.0,88.0
21:10:04,655.361,680.0,88.0
21:10:04,-720.893,680.0,88.0
21:10:04,262.146,680.0,88.0
21:10:04,131.075,680.0,88.0
21:10:04,-983.038,680.0,88.0
21:10:04,65.538,680.0,88.0
21:10:04,-1769.47,680.0,88.0
21:10:04,-1179.647,680.0,88.0
21:10:04,-2031.613,680.0,88.0
21:10:04,-327.677,680.0,88.0
21:10:04,-1703.936,680.0,88.0
21:10:04,-1114.11,680.0,88.0
21:10:04,-1114.112,680.0,88.0
21:10:04,-2424.83,680.0,88.0
21:10:04,-917.503,680.0,88.0
21:10:04,-1966.08,680.0,88.0
21:10:04,-1048.573,680.0,88.0
21:10:04,-458.749,680.0,88.0
21:10:04,-1572.861,680.0,88.0
21:10:04,-131.07,680.0,88.0
21:10:04,-1638.399,680.0,88.0
21:10:04,-1441.791,680.0,88.0
21:10:04,-1114.111,680.0,88.0
21:10:04,-2293.757,680.0,88.0
21:10:04,-524.286,680.0,88.0
21:10:04,-1441.792,680.0,88.0
21:10:04,-851.965,680.0,88.0
21:10:04,-1966.079,680.0,88.0
21:10:04,-131.072,680.0,88.0
21:10:04,-1114.112,680.0,88.0
21:10:04,-917.501,680.0,88.0
21:10:04,-327.677,680.0,88.0
21:10:04,-1966.077,680.0,88.0
21:10:04,-589.824,680.0,88.0
21:10:04,-1703.935,680.0,88.0
21:10:04,-1441.791,680.0,88.0
21:10:04,-458.749,680.0,88.0
21:10:04,-1900.544,680.0,88.0
21:10:04,-524.286,680.0,88.0
21:10:04,-1638.399,680.0,88.0
21:10:04,-2031.613,680.0,88.0
21:10:04,-1179.646,680.0,88.0
21:10:04,-262.144,680.0,88.0
21:10:04,-720.895,680.0,88.0
21:10:04,-983.037,680.0,88.0
21:10:04,-65.536,680.0,88.0
21:10:04,-1835.006,680.0,88.0
21:10:04,-720.895,680.0,88.0
21:10:04,-1638.397,680.0,88.0
21:10:04,-1769.47,680.0,88.0
21:10:04,-393.214,680.0,88.0
21:10:04,-1900.542,680.0,88.0
21:10:04,-655.358,680.0,88.0
21:10:04,-1441.79,680.0,88.0
21:10:04,-1703.933,680.0,88.0
21:10:04,524.289,680.0,88.0
21:10:04,196.611,680.0,88.0
21:10:04,1703.936,680.0,88.0
21:10:04,-196.608,680.0,88.0
21:10:04,-2686.973,680.0,88.0
21:10:04,-3276.8,680.0,88.0
21:10:04,-1114.111,680.0,88.0
21:10:04,-983.04,680.0,88.0
21:10:04,-1572.864,680.0,88.0
21:10:04,-196.606,680.0,88.0
21:10:04,-1703.934,680.0,88.0
21:10:04,-524.288,680.0,88.0
21:10:04,-524.288,680.0,88.0
21:10:04,-1114.109,680.0,88.0
21:10:04,458.754,680.0,88.0
21:10:04,-983.04,680.0,88.0
21:10:04,0.001,680.0,88.0
21:10:04,-131.07,680.0,88.0
21:10:04,-1048.575,680.0,88.0
21:10:04,393.216,680.0,88.0
21:10:04,-983.039,680.0,88.0
21:10:04,196.611,680.0,88.0
21:10:04,458.754,680.0,88.0
21:10:04,983.042,680.0,88.0
21:10:04,-458.751,680.0,88.0
21:10:04,327.682,680.0,88.0
21:10:04,589.826,680.0,88.0
21:10:04,-458.752,680.0,88.0
21:10:04,917.506,680.0,88.0
21:10:04,-786.432,680.0,88.0
21:10:04,-524.285,680.0,88.0
21:10:04,-524.288,680.0,88.0
21:10:04,-1966.079,680.0,88.0
21:10:04,-655.36,680.0,88.0
21:10:04,-2162.685,680.0,88.0
21:10:04,-1638.397,680.0,88.0
21:10:04,-1114.109,680.0,88.0
21:10:04,-2424.83,680.0,88.0
21:10:04,-851.966,680.0,88.0
21:10:04,-1900.544,680.0,88.0
21:10:05,-589.823,680.0,88.0
21:10:05,-1966.077,680.0,88.0
21:10:05,-524.285,680.0,88.0
21:10:05,-1769.472,680.0,88.0
21:10:05,-1572.862,680.0,88.0
21:10:05,-720.895,680.0,88.0
21:10:05,-1966.078,680.0,88.0
21:10:05,-524.285,680.0,88.0
21:10:05,-1835.005,680.0,88.0
21:10:05,-1703.935,680.0,88.0
21:10:05,-917.501,680.0,88.0
21:10:05,-2490.366,680.0,88.0
21:10:05,-1245.182,680.0,88.0
21:10:05,-2097.151,680.0,88.0
21:10:05,-1572.864,680.0,88.0
21:10:05,-327.678,680.0,88.0
21:10:05,-1769.469,680.0,88.0
21:10:05,-458.752,680.0,88.0
21:10:05,-1769.469,680.0,88.0
21:10:05,-720.896,680.0,88.0
21:10:05,-2359.294,680.0,88.0
21:10:05,-983.04,680.0,88.0
21:10:05,-1769.472,680.0,88.0
21:10:05,-1835.005,680.0,88.0
21:10:05,-393.213,680.0,88.0
21:10:05,-1638.399,680.0,88.0
21:10:05,-262.144,680.0,88.0
21:10:05,-917.504,680.0,88.0
21:10:05,-1310.718,680.0,88.0
21:10:05,-196.605,680.0,88.0
21:10:05,-1966.077,680.0,88.0
21:10:05,-1048.575,680.0,88.0
21:10:05,-1638.4,680.0,88.0
21:10:05,-1835.008,680.0,88.0
21:10:05,-458.75,664.0,90.0
21:10:05,-1114.11,664.0,90.0
21:10:05,-1572.862,664.0,90.0
21:10:05,-1966.078,664.0,90.0
21:10:05,327.683,664.0,90.0
21:10:05,-65.533,664.0,90.0
21:10:05,1048.576,664.0,90.0
21:10:05,-851.966,664.0,90.0
21:10:05,-3407.872,664.0,90.0
21:10:05,-2424.832,664.0,90.0
21:10:05,-2949.119,664.0,90.0
21:10:05,-851.966,664.0,90.0
21:10:05,-720.894,664.0,90.0
21:10:05,-1638.4,664.0,90.0
21:10:05,-327.68,664.0,90.0
21:10:05,-1638.4,664.0,90.0
21:10:05,-524.285,664.0,90.0
21:10:05,-327.679,664.0,90.0
21:10:05,-1245.184,664.0,90.0
21:10:05,-1114.11,664.0,90.0
21:10:05,0.002,664.0,90.0
21:10:05,262.146,664.0,90.0
21:10:05,-786.432,664.0,90.0
21:10:05,720.898,664.0,90.0
21:10:05,-589.823,664.0,90.0
21:10:05,327.68,664.0,90.0
21:10:05,524.291,664.0,90.0
21:10:05,-720.896,664.0,90.0
21:10:05,720.896,664.0,90.0
21:10:05,-589.823,664.0,90.0
21:10:05,131.072,664.0,90.0
21:10:05,524.291,664.0,90.0
21:10:05,-786.43,664.0,90.0
21:10:05,655.362,664.0,90.0
21:10:05,-720.895,664.0,90.0
21:10:05,-524.287,664.0,90.0
21:10:05,-1835.007,664.0,90.0
21:10:05,-524.286,664.0,90.0
21:10:05,-1966.078,664.0,90.0
21:10:05,-1835.005,664.0,90.0
21:10:05,-1179.648,664.0,90.0
21:10:05,-2490.367,664.0,90.0
21:10:05,-786.432,664.0,90.0
21:10:05,-1835.007,664.0,90.0
21:10:05,-1572.862,664.0,90.0
21:10:05,-589.822,664.0,90.0
21:10:05,-1769.472,664.0,90.0
21:10:05,-65.536,664.0,90.0
21:10:05,-1114.112,664.0,90.0
21:10:05,-1179.648,664.0,90.0
21:10:05,-524.285,664.0,90.0
21:10:05,-2097.149,664.0,90.0
21:10:05,-655.36,664.0,90.0
21:10:05,-1835.005,664.0,90.0
21:10:05,-917.504,664.0,90.0
21:10:05,-2424.829,664.0,90.0
21:10:05,-851.968,664.0,90.0
21:10:05,-1441.792,664.0,90.0
21:10:05,-1441.792,664.0,90.0
21:10:05,-262.143,664.0,90.0
21:10:05,-1835.008,664.0,90.0
21:10:05,-655.357,664.0,90.0
21:10:05,-1441.79,664.0,90.0
21:10:05,-1703.936,664.0,90.0
21:10:05,-524.287,664.0,90.0
21:10:05,-2097.149,664.0,90.0
21:10:05,-851.965,664.0,90.0
21:10:05,-1441.789,664.0,90.0
21:10:05,-1703.936,664.0,90.0
21:10:05,-262.144,664.0,90.0
21:10:05,-1769.472,664.0,90.0
21:10:05,-1114.109,664.0,90.0
21:10:05,-1572.863,664.0,90.0
21:10:05,-131.072,664.0,90.0
21:10:05,-1703.934,664.0,90.0
21:10:05,-458.752,664.0,90.0
21:10:05,-983.037,664.0,90.0
21:10:05,-2031.616,616.0,97.0
21:10:05,-1048.574,616.0,97.0
21:10:05,-2162.688,616.0,97.0
21:10:05,196.609,616.0,97.0
21:10:05,1179.65,616.0,97.0
21:10:05,65.537,616.0,97.0
21:10:05,-458.75,616.0,97.0
21:10:05,-3997.694,616.0,97.0
21:10:05,-3538.942,616.0,97.0
21:10:05,-2490.366,616.0,97.0
21:10:06,-1966.08,616.0,97.0
21:10:06,65.537,616.0,97.0
21:10:06,-851.967,616.0,97.0
21:10:06,-786.429,616.0,97.0
21:10:06,-1572.861,616.0,97.0
21:10:06,65.539,616.0,97.0
21:10:06,-1376.254,616.0,97.0
21:10:06,-720.893,616.0,97.0
21:10:06,-524.287,616.0,97.0
21:10:06,-1376.255,616.0,97.0
21:10:06,393.218,616.0,97.0
21:10:06,-851.967,616.0,97.0
21:10:06,-262.143,616.0,97.0
21:10:06,262.147,616.0,97.0
21:10:06,-589.823,616.0,97.0
21:10:06,1179.648,616.0,97.0
21:10:06,-196.605,616.0,97.0
21:10:06,262.146,616.0,97.0
21:10:06,720.898,616.0,97.0
21:10:06,917.504,616.0,97.0
21:10:06,-786.429,616.0,97.0
21:10:06,-851.968,616.0,97.0
21:10:06,-524.286,616.0,97.0
21:10:06,-1769.471,616.0,97.0
21:10:06,-131.07,616.0,97.0
21:10:06,-1179.646,616.0,97.0
21:10:06,-1048.574,616.0,97.0
21:10:06,-458.752,616.0,97.0
21:10:06,-2162.686,616.0,97.0
21:10:06,-917.504,616.0,97.0
21:10:06,-2097.149,616.0,97.0
21:10:06,-1835.006,616.0,97.0
21:10:06,-917.501,616.0,97.0
21:10:06,-2359.295,616.0,97.0
21:10:06,-851.968,616.0,97.0
21:10:06,-1835.008,616.0,97.0
21:10:06,-1966.078,616.0,97.0
21:10:06,-2097.152,616.0,97.0
21:10:06,-393.216,616.0,97.0
21:10:06,-1310.717,616.0,97.0
21:10:06,-1638.397,616.0,97.0
21:10:06,-720.894,616.0,97.0
21:10:06,-2228.222,616.0,97.0
21:10:06,-786.43,616.0,97.0
21:10:06,-1441.79,616.0,97.0
21:10:06,-1703.933,616.0,97.0
21:10:06,-655.359,616.0,97.0
21:10:06,-2424.83,616.0,97.0
21:10:06,-1114.11,616.0,97.0
21:10:06,-1572.862,616.0,97.0
21:10:06,-1900.542,616.0,97.0
21:10:06,-655.357,616.0,97.0
21:10:06,-1966.08,616.0,97.0
21:10:06,-524.286,616.0,97.0
